    9.961422  -17.502561
  -10.510923   -0.161029
    9.668264   18.322712
   10.031992   10.009843
    9.372628   10.069070
   -9.546180   12.237233
   11.316072  -22.674600
   10.376894  -12.951758
   10.545891  -14.116827
   10.323255   -6.236164
    9.764827    1.236536
  -10.338386   14.707306
  -10.498487    2.836112
  -10.191590    8.910097
  -10.308827   12.399048
   10.317516   -3.589021
  -10.479159   -1.617685
  -10.202669    3.118519
   -9.667049   -2.593033
   -9.842820   -2.767202
  -10.084723   -2.881780
   -9.957104   -5.550354
   10.044220  -28.076619
  -10.172972  -15.553499
   -9.363662    9.362685
    9.469207   10.765895
  -10.185434   -4.346246
   -9.645834   -8.053263
   -8.787831    7.166577
  -10.284328   -9.045566
   10.045826  -20.544785
   10.430663    7.582281
   10.007668    3.126145
   -9.711405   -4.818983
    9.863495    3.735032
    9.778149   -7.707288
   -9.044296    6.897619
   10.116267   -0.160148
   -9.823647   -9.860138
  -10.378854    0.952356
   -9.515484    6.944943
   10.490890    3.726660
    9.482820  -14.063599
    9.884411  -14.409566
   -9.737272   -6.653811
    9.603030   -4.130489
    9.243021  -16.668553
   10.051392    0.485890
  -10.092849  -13.034778
    9.493577    8.159963
   -9.748658    2.928293
    9.666800   -4.066629
   10.478910  -17.491979
  -10.482296   19.726570
  -11.437336   -1.188757
    8.798661    4.130185
  -10.996430    3.024685
   10.451285    0.765089
    9.177555   -5.921679
  -10.241052   -2.239370
   -9.250097    7.406836
   -9.542644    6.424343
  -10.039731    5.862470
   -9.576301    2.609560
  -10.188707   10.643975
    9.618111   28.136295
   10.323924  -26.287839
  -10.525426   -4.758024
  -10.019085    4.322673
  -10.087841    3.935679
    9.959263   15.646585
   10.089050   15.688396
    9.956021   18.215028
   -9.949109    6.783136
  -10.470493    1.923610
   -9.902359    6.058736
   10.375596   -9.014346
   -9.852709    5.644773
   10.251414    8.778109
  -10.217330   10.101154
   -9.428932   -8.038897
   10.011118    2.265620
  -10.178741   -4.059926
   -9.149750    4.756189
   10.144066  -11.276336
   10.664359  -15.394353
    9.364105   15.444347
    8.941485   -6.325531
    9.533360   -6.847505
   -9.814778   -5.646386
   10.236709   -4.011138
   10.666123   23.234189
   10.445708   -3.453730
  -10.642885    5.628091
   10.006541    6.818805
   10.317130   14.570150
  -10.010769  -18.759804
   -9.954721   13.541230
  -10.590206   10.676503
   10.210381    2.506857
   10.025497   19.067093
    9.799793   14.983454
  -10.352042  -13.982140
   -9.886552    3.384884
   -9.474296    1.018322
  -10.129028   15.522150
    9.746790  -15.068309
   -9.631949   -9.004494
   -9.771528   -8.173720
   -9.933808   -7.216483
   10.181625    5.772152
   10.286752   15.343171
    9.296643    7.968455
   -9.886417  -19.140280
  -10.704039  -23.439354
    9.777352  -11.309397
   -8.956333   13.817778
    9.733452   10.881609
   -9.668270    2.926743
   -9.895394    0.978975
   -9.401618    7.083001
   10.007941   -3.128501
    9.362153   -5.634982
   -9.601225   -4.671741
  -10.268643   -9.533355
    9.701097  -19.567918
   -9.525554    8.945484
    9.734388    5.255244
   -9.817471   -4.124336
   10.168829   -2.231868
    9.350768   -5.981981
    9.888727   10.943899
    9.906612   -4.116970
  -10.052042   -2.095078
   10.065991   18.105955
   -9.311131   -4.099523
    9.883206   -6.788888
  -10.158206   -6.415547
   10.193087   20.935108
    9.654127   12.577530
    9.624314   -1.155950
    9.512410   -2.283495
    9.964017  -26.817618
   -9.442937   -3.886360
  -10.523361   -4.349605
  -10.022231  -10.062391
  -10.394237    8.384791
  -10.353071   -1.440190
    9.171440    4.088867
   10.281098  -10.005720
   10.308807   -3.699448
   10.003162   -6.391690
   -9.538950  -13.848696
    9.992640   -9.935676
  -10.259925  -10.104430
    9.807643    1.573723
   10.337891  -11.393668
  -10.048993    4.486719
  -10.288353   -4.563275
  -10.276771    8.896112
  -10.658455    5.734501
    9.451201  -10.101638
  -10.138852   17.862496
   10.330417   -0.355432
  -10.211866   -7.641512
   10.128248   11.482387
    9.596025   -7.609641
