-8.16575	8.78108
2.21333	5.6703
-15.6591	2.59349
-3.12563	9.2371
-10.9791	8.23972
-7.47454	9.47872
-15.2712	3.79584
-12.7649	5.80246
0.718007	8.51121
-14.9284	3.31913
-0.20885	8.23025
-9.12769	8.39764
-2.59193	8.97267
-10.1516	8.81286
3.58989	5.82691
4.38582	2.85094
-11.1483	7.94501
4.03338	3.95251
-14.035	5.29769
-2.89401	8.89427
4.02303	3.44901
-9.91867	8.54478
-13.6885	4.71831
-2.77909	9.6661
4.23268	4.29391
4.94879	1.39826
0.00978606	9.46995
-1.47186	8.84907
-10.9802	7.36582
-13.3399	6.12018
-13.446	6.21233
4.23145	1.25234
3.90496	1.38571
-11.6438	8.6304
1.77912	7.0665
-4.53433	9.27654
-13.1254	7.11881
-13.8801	2.06821
2.54798	5.17432
5.14951	2.3657
-1.97048	9.02361
4.82472	4.73386
4.07882	4.36441
3.52577	4.78219
-5.99242	10.5598
-11.3803	7.82242
-15.2672	0.20403
3.10232	4.56936
-0.259122	9.02597
4.72002	3.21539
4.53528	1.77551
4.00032	1.22806
-5.93519	10.4503
-3.4794	10.3071
-7.25674	9.7757
-15.5832	0.20731
2.91716	4.36084
-2.05302	10.5541
4.1355	1.10656
2.80328	6.81674
4.03142	1.59463
-0.600607	7.90518
-15.2344	3.17147
-1.48259	9.53026
3.47155	4.98218
-1.69038	9.59219
0.967096	6.87471
-15.5174	2.46037
-12.532	4.95679
-9.9494	8.80342
4.10773	5.10829
-6.89719	9.79912
-8.69441	9.54802
4.81567	3.42445
3.02677	4.46816
3.86117	4.45483
-14.1728	2.04807
2.20271	7.39199
-14.0408	4.26264
-14.5697	1.81189
-14.8571	3.80359
3.78805	4.54612
-3.20516	10.3637
3.32173	4.42221
1.88383	7.91852
-15.4534	1.60914
2.71303	6.24164
-7.67165	10.3494
4.3262	0.274804
-15.1928	0.843739
0.394069	7.25946
3.66199	3.02028
4.21812	4.78465
-2.67469	10.1565
5.09359	3.94918
-5.96609	9.37459
2.09806	7.16539
4.06446	0.966823
3.05333	6.02324
-7.8319	8.72056
-4.47716	-2.90552
-1.55527	-8.275
6.89361	-10.7745
7.87949	-8.8109
14.18	-1.44868
2.57059	-9.25174
6.77224	-9.56639
8.69047	-8.65405
2.20495	-10.4643
13.5691	-3.55475
4.74809	-9.15425
14.7248	-4.7272
12.8778	-7.08902
15.2389	-2.20131
9.39378	-9.2023
5.61555	-10.3763
7.51052	-10.3364
-4.70778	-0.48906
0.635022	-7.912
10.4205	-8.24417
2.24588	-9.38407
8.863	-9.36683
14.2574	-2.52205
9.17992	-9.51533
10.4186	-9.26747
-2.73113	-7.25846
0.225365	-7.78117
2.14795	-8.95354
9.79973	-7.78915
-3.72251	-6.12584
10.2333	-9.25927
14.7784	-0.833269
11.8998	-7.83509
9.36666	-8.61861
5.20264	-9.06068
-5.79199	-1.24835
7.20457	-10.0264
2.29759	-8.78166
-1.91995	-6.50449
10.5161	-8.87381
-4.46164	-3.36089
-4.17927	-1.17592
-0.989639	-7.38808
14.0696	-5.47478
-1.15058	-9.00937
0.862722	-9.14201
14.0697	-4.55421
11.8841	-6.84499
-0.103072	-8.60656
-3.03151	-4.45577
14.0343	-2.47866
-2.96553	-5.24675
14.0966	-1.4544
3.05838	-8.79798
-2.72699	-4.72954
14.3574	-4.05158
6.73458	-10.1758
12.2129	-5.43853
-2.59895	-5.80858
-1.50016	-6.25524
-3.88287	-4.45055
10.8954	-6.99105
13.2826	-7.20582
-3.81709	-1.82558
-1.46059	-8.10179
-3.0088	-6.68487
8.71021	-9.12348
3.81716	-10.7705
5.49619	-9.50692
7.35903	-10.4679
0.583966	-8.61787
2.44182	-10.0181
14.9302	-2.53757
6.52112	-9.87763
5.9981	-9.96264
-1.8035	-6.06909
5.55297	-10.9293
-3.77977	-3.43501
-0.875595	-7.22819
6.59444	-9.27376
0.103306	-8.29453
-3.80903	-5.40404
-5.24189	-0.213756
12.3624	-5.37675
3.80726	-9.6899
1.48165	-8.37257
10.857	-8.33232
4.75931	-10.7431
-5.67766	-1.64201
0.372237	-8.65185
9.30773	-8.83949
-1.86527	-6.48807
11.4502	-8.8523
-1.84553	-5.94357
7.86474	-8.57837
-0.404019	-7.26127
15.0475	-1.1363
1.67068	-9.90235
11.7599	-7.55127
-3.73041	-6.40305
