 19.42 -5.33239 
 -7.31848 -7.54621 
 -6.11962 19.7926 
 0.0156617 14.1717 
 -0.492459 13.7474 
 -15.4032 1.90286 
 24.035 -8.03169 
 16.4958 -1.8207 
 17.4392 -2.52503 
 11.7093 2.89001 
 6.03041 7.77914 
 -17.71 3.08929 
 -9.42899 -5.41812 
 -13.5069 -0.906152 
 -16.0569 1.47801 
 9.83341 4.75776 
 -6.26601 -8.55376 
 -9.4195 -5.00925 
 -5.00208 -8.66919 
 -5.00322 -8.91663 
 -5.09325 -9.1687 
 -3.11604 -10.9654 
 26.9555 -12.7508 
 3.80461 -18.1914 
 -13.2415 -0.000690843 
 -0.916897 14.3084 
 -4.12893 -10.2754 
 -1.12612 -12.5152 
 -11.2815 -1.1464 
 -0.875937 -13.6683 
 21.6308 -7.42389 
 2.01411 12.7371 
 4.86597 9.28701 
 -3.45946 -10.2745 
 4.33348 9.61561 
 12.3641 1.46432 
 -11.2726 -1.51793 
 7.26652 7.04004 
 0.025803 -13.9185 
 -8.01238 -6.66554 
 -11.6393 -1.81765 
 4.78303 10.0533 
 16.6498 -3.2391 
 17.1784 -3.19977 
 -2.18034 -11.5902 
 9.71106 3.86967 
 18.3222 -5.25064 
 6.76383 7.45098 
 2.08026 -16.3537 
 0.943008 12.4829 
 -8.96396 -4.82273 
 9.711 3.95992 
 19.7784 -4.95899 
 -21.3609 6.53669 
 -7.24684 -8.928 
 3.30111 9.14207 
 -9.91443 -5.63687 
 6.84917 7.93117 
 10.6768 2.30225 
 -5.65804 -8.82499 
 -11.7782 -1.30338 
 -11.2904 -2.20497 
 -11.2446 -2.95377 
 -8.6167 -4.92623 
 -14.7309 0.321923 
 -13.0943 26.6964 
 25.8884 -11.2882 
 -4.07817 -10.807 
 -10.1412 -4.02797 
 -9.91613 -4.35024 
 -4.02154 18.1061 
 -3.95934 18.2274 
 -5.84 19.9199 
 -11.8315 -2.23868 
 -8.76395 -6.04356 
 -11.2862 -2.71785 
 13.7108 0.962549 
 -10.9584 -2.97546 
 1.04178 13.4559 
 -14.3673 -0.0821488 
 -0.982903 -12.3516 
 5.47689 8.68096 
 -4.32666 -10.0683 
 -9.83298 -3.10672 
 15.1465 -0.800636 
 18.4263 -3.34461 
 -4.29938 17.5422 
 10.7954 1.84976 
 11.583 1.89919 
 -2.9475 -10.9327 
 10.0747 4.40214 
 -8.88696 23.9711 
 9.82839 4.94408 
 -11.5053 -3.54599 
 2.25407 11.8973 
 -3.00734 17.598 
 6.1865 -20.3439 
 -16.6141 2.53604 
 -15.0378 0.0610212 
 5.44721 8.99245 
 -6.39337 20.5716 
 -3.6654 17.5244 
 2.56687 -17.2069 
 -9.38432 -4.59737 
 -7.4194 -5.97928 
 -18.1381 3.81351 
 17.5469 -3.76288 
 -0.443678 -13.178 
 -1.12982 -12.6892 
 -1.92144 -12.1271 
 3.11797 11.281 
 -3.57543 18.1231 
 0.939171 12.2083 
 6.54347 -20.525 
 9.00523 -24.143 
 14.9106 -1.08332 
 -16.1037 3.43756 
 -0.81187 14.577 
 -8.90602 -4.76698 
 -7.68934 -6.30486 
 -11.6564 -1.63951 
 9.28887 4.8645 
 10.6046 2.63551 
 -3.48567 -10.0925 
 -0.519927 -14.0021 
 20.6963 -6.9769 
 -13.061 -0.410171 
 3.16723 10.5993 
 -4.02565 -9.85835 
 8.76862 5.61228 
 10.8419 2.38209 
 -0.746119 14.7309 
 9.91617 4.0939 
 -5.62642 -8.58931 
 -5.68511 19.9206 
 -3.68516 -9.48276 
 11.789 2.18801 
 -2.64646 -11.7194 
 -7.59576 22.011 
 -2.06716 15.7202 
 7.6228 5.98804 
 8.34096 5.11161 
 26.0085 -11.9173 
 -3.92909 -9.42524 
 -4.3655 -10.5168 
 0.0283974 -14.202 
 -13.2788 -1.42089 
 -6.30236 -8.33909 
 3.59392 9.37645 
 14.3449 0.194722 
 9.90533 4.67352 
 11.5929 2.5537 
 3.04745 -16.5376 
 14.0914 0.0402796 
 -0.109952 -14.3998 
 5.82226 8.04784 
 15.3665 -0.746547 
 -10.2783 -3.93312 
 -4.04824 -10.5017 
 -13.5573 -0.976273 
 -11.5916 -3.48176 
 13.8259 -0.459928 
 -19.7999 5.46144 
 7.55604 7.05338 
 -1.81751 -12.6242 
 -0.957521 15.281 
 12.1662 1.40459 
 -3.19792 -11.6699 
 -13.8316 0.998096 
 2.87537 10.2787 
 2.16518 11.159 
 1.04206 13.4562 
 24.7174 -10.458 
 -8.96823 -5.18292 
 -6.91308 -7.16172 
 -16.4421 1.64499 
 -1.85724 -11.8531 
 3.50214 -19.0797 
 0.305997 13.0446 
 0.862669 -15.1978 
 -4.99186 18.9691 
 17.1892 -1.85574 
 12.1964 2.65773 
 5.8541 9.51875 
 3.03196 11.0801 
 0.0741621 -14.077 
 17.6678 -3.91158 
 11.5435 1.88293 
 -11.5284 -3.01508 
 4.78159 -20.1495 
 -15.1785 -0.0261707 
 0.12652 15.0576 
 10.3923 3.09978 
 -6.97677 -7.34888 
 -6.41989 -8.76063 
 0.685558 13.6144 
 -7.93447 22.0515 
 -15.544 0.209239 
 3.40804 10.5791 
 -15.1314 -0.511533 
 6.65515 6.26882 
 -0.642164 -13.9956 
 2.66066 12.5645 
 6.99633 7.68563 
 5.30725 9.29619 
 17.068 -2.72912 
 -9.2583 -2.88086 
 -7.89473 21.2816 
 -16.7335 3.75348 
 7.30827 6.86699 
 4.26612 10.7749 
 3.02962 10.9443 
 -0.711821 14.0922 
 -10.2436 -4.6188 
 14.7405 -0.441455 
 -0.0210435 15.0325 
 -16.8624 2.13993 
 -12.4438 -0.838737 
 13.5896 1.24807 
 -11.8966 -1.6015 
 5.63872 10.0396 
 -17.6431 2.80423 
 -0.710821 -13.2751 
 11.4541 3.44626 
 -11.3412 -1.86129 
 -6.56945 -7.72813 
 -3.39005 19.5739 
 0.94007 13.3665 
 10.2567 3.78382 
 -9.57982 -5.98996 
 14.7736 -0.899768 
 19.0887 -5.4067 
 3.52285 -17.4486 
 -18.6845 3.83609 
 4.78269 8.44812 
 4.30903 -17.2521 
