    5.322087   -7.829704    5.415653    7.657200    5.634541   -5.637754
   -6.333074   -4.821088    1.893104   -5.164424   -4.803124   -4.530213
    6.543769   -5.228915    6.927631   -4.863619   -4.718168   -8.714187
    3.938492    3.571999    4.760850    6.127540    4.650017    5.469762
    5.076330    1.645664    4.865396    0.434404    5.294053    0.773975
    4.633250    3.122892    5.000973   -7.116321    5.091230   -8.391436
    5.244298   -8.030860    5.161581    6.673578    4.711204    3.119920
    6.853045   -5.252888   -6.892743   -5.667015   -4.838668   -4.434691
    4.474520   -0.466894    5.329427   -7.322332    5.409972    8.497231
   -8.873863   -5.398948    3.260330   -4.565162   -4.943158   -1.887970
    5.358549   -3.039016    4.618767   -3.065480    4.722737   -6.259494
    5.080189   -3.223171    5.986916    7.792924    5.019333   -8.664105
    5.116467   -2.780733    4.901426   -5.099001    4.590555    1.293333
    4.576528   -1.850982    4.692179    0.299160    5.560253    2.554975
    5.049611   -5.588374    4.816752    8.356072    4.994629   -4.422987
    4.985811    2.305942    5.059720    0.012143    4.880304    6.235601
    4.709087    4.898947    5.443143    7.588333    4.855831    2.257717
    4.699657   -8.472995    5.640395   -1.277666    5.638066    5.469641
   -8.355955   -5.471497    8.117465   -4.867588   -4.274869    8.668761
   -3.171484   -5.192602   -4.182299   -4.698262   -5.091773   -1.511315
   -6.887697   -4.551391   -2.492569   -3.953164   -4.784702    8.904561
    5.173005    4.547630    5.015188    8.772081    5.205329    6.462667
    5.090604    7.283228    4.775693   -8.353250    5.217935    3.884630
    4.317791    5.991618    5.157531    6.761546    5.085454   -5.695229
    3.840493   -5.331970    5.189102    1.027837    4.743413    4.459172
    5.035675    7.310957    5.352515    2.416920    5.075638    8.814020
    4.626191   -4.449346   -2.328885   -4.225574   -5.131965    7.628446
    5.561199    7.930323    5.393675    2.267681    4.159872    3.668986
    1.521296   -5.378122   -3.505031   -4.818013   -4.921348    8.684268
    4.287066   -6.387619    5.475854    8.873042    5.063835    5.891480
   -2.326656   -5.753243    5.635392   -5.523505   -5.688574   -4.426433
    4.264462    4.574789    4.842355    0.378891    5.462208   -1.739606
    2.684999   -5.710069   -8.580648   -4.593218   -5.224580   -3.251226
    5.208702   -2.421225    4.512365    6.359843    5.501876   -4.761692
    5.133687    3.832920    4.800730   -4.532006    4.958888   -4.530832
    5.315839    3.083223    5.599565    8.914370    5.677360    4.878682
    4.675422   -5.491611    4.629267    7.010418    3.995012   -0.968768
   -8.249869   -4.909624    3.943072   -5.025076   -5.485473    5.374728
    4.293984    4.300718    4.944099    3.586668    5.360431    1.940951
    5.812805   -4.582219   -5.080069   -4.140670   -5.501467    4.231492
    6.306334   -5.287886    6.058355   -5.673273   -5.225587   -2.567668
   -6.621072   -5.804090   -6.192612   -4.621388   -5.445705    4.168775
    4.896422   -6.729359    5.500455   -1.929118    5.286300   -3.372150
    5.253218   -4.121303    5.315195    1.790753    5.495546    4.849641
   -6.089331   -5.150827    2.444097   -4.553298   -5.447336    2.532310
    3.017936   -4.883012   -2.399925   -5.785692   -4.779368    4.082583
    4.844529   -7.257335    5.829355   -5.527751    4.362417   -1.958907
    5.400011    7.642833    5.154827    4.444745    4.892672   -8.935580
    5.616226   -6.381606    4.939933   -4.243344    5.282227    6.244562
    6.038357    8.123973    5.548360   -0.545293    5.130334   -2.490310
    4.750088   -7.128261    4.803423   -4.706463    5.192155   -6.990379
    4.686247   -1.253383    5.542302   -0.022590    4.614573   -3.773211
   -6.862961   -4.309113   -2.766719   -4.563670   -5.127339   -1.335406
    5.692561    6.535190    5.609054   -1.755551    4.798262   -5.587334
    5.039150   -0.255617    5.222423    6.662253    4.686955   -3.351398
    5.689462   -5.147709    3.145227   -3.826700   -5.149414    7.924741
   -7.040862   -5.657850   -8.323603   -5.662045   -5.858104    8.327802
   -7.822298   -4.126313   -8.394181   -5.144518   -4.689047    4.852703
   -2.045535   -5.708250   -8.138640   -5.066953   -5.163746    3.042335
   -1.753836   -5.513495   -0.973271   -4.913755   -5.042441    3.850030
    3.162784   -4.601712    4.301006   -5.542765   -4.524300   -1.950695
    4.329518   -5.492853    1.548068   -4.914963   -4.635569    6.093826
    5.234146    2.918878    6.295204    0.346895    4.588696    5.608514
    5.475326   -5.274802   -3.905840   -5.534339   -4.622084   -5.974198
    7.493827   -4.520901   -6.922858   -4.895926   -5.246052    8.002113
   -8.156110   -5.271763    7.470797   -5.457398   -4.294734    0.769139
    4.929685    5.148758    5.595299   -7.363979    4.754845   -0.542979
   -2.919514   -5.018659   -7.015114   -5.258113   -5.109267    7.682213
   -6.465220   -4.558524   -5.488193   -5.254428   -5.478576   -4.488396
   -7.810670   -4.266156    5.768968   -5.863786   -4.941584    3.828895
   -5.553016   -4.977591    1.267509   -4.571891   -4.331898    0.925715
    4.739978    7.713965    4.511799    7.388851    5.279881    0.798241
    4.792105   -8.133146    5.361686    1.515412    4.957747    4.725591
   -2.100111   -4.802335    2.350746   -4.726680   -5.235937   -7.648218
   -2.433271   -4.208081    7.801254   -6.131644   -5.010909    7.687561
    4.675863    8.542100    5.111592    1.817970    5.998288    2.566511
    4.961240    5.847599    4.218076    7.607415    5.623686   -2.666005
    5.327637   -7.552483    4.260483   -7.334587    5.006331    2.518577
    5.579311    0.379082    4.428616   -0.306785    4.769300    7.552442
    6.007568   -4.711482    7.985377   -5.688267   -4.765458    4.368327
    5.801297    6.159512    5.356692    2.504290    4.191133   -6.161669
    5.378911   -4.615085   -2.052144   -5.757887   -5.878196   -1.181833
   -5.401625   -4.751521    3.859828   -5.099965   -5.714612    6.976940
   -1.048366   -4.046867    5.460706   -5.919284   -5.437736    8.371945
    4.339051   -4.994257    1.613724   -4.463152   -4.545563    7.971357
    7.578704   -4.699991   -0.185871   -4.926978   -5.397142   -8.499643
    5.213230   -8.631793    4.837667    8.366341    5.124733    0.750659
   -1.634591   -4.314689    2.671375   -4.951982   -4.513470   -5.903934
    3.529240    1.499222    5.110205    1.297250    4.988244    4.750339
   -4.644906   -4.764342    0.857530   -5.302835   -4.397054    5.845471
    7.342386   -4.247446   -6.028936   -5.230940   -5.715252    5.693805
    0.027300   -5.108329    2.879853   -5.199287   -4.586814    1.307868
    5.182702    3.734053    4.624062   -4.607267    4.914827    2.917327
    0.408778   -5.267361    7.773215   -5.561186   -4.833956   -7.952080
    4.585303   -5.261044    5.382503   -7.717528    4.689194   -2.889145
    5.736308   -8.394709    5.402586   -2.394337    5.440516    6.985280
    5.378022    1.589130    5.315961   -4.555543    5.238035    3.427909
   -0.094242   -4.747830   -7.824596   -5.621435   -5.608247    3.371727
    4.332609    4.593430    5.404616   -0.786334    5.955425    7.779283
   -1.018264   -4.364774   -3.332443   -5.124483   -5.175748    7.326907
    4.583957   -4.639437    7.427608   -4.173720   -4.854013   -0.355754
   -8.950243   -4.968007    3.589235   -5.352076   -5.323340   -5.495946
   -0.274029   -4.541265    6.757042   -4.586937   -5.058490   -0.212215
    4.483114   -4.594007    5.488363    5.970703    4.685668   -2.392502
    8.835752   -4.992269   -7.788969   -4.950249   -4.364598    0.995628
   -7.334310   -4.538388   -0.635398   -4.731362   -5.201556   -2.979107
    6.157894    2.878816    4.820096    6.331856    5.389781   -5.570787
    4.078719    4.482366    5.100152   -5.331403    4.171225   -5.826062
    3.271202   -6.025535   -2.732762   -5.913518   -4.172959   -8.421216
    2.259447   -5.290271   -8.360318   -4.946162   -5.594460    5.993294
    5.101463    8.779677    5.916558    5.772804    4.992445   -0.619020
    4.082259    4.664867    4.224948   -4.657674    4.797148   -0.000998
    5.902607    0.453453    5.349205    4.039339    5.079658    0.244329
    5.431889   -0.991706    4.623039   -7.855113    4.998576    0.314089
    5.362535    7.313063    3.979135    6.880064    5.388071   -6.762873
    5.183023    8.289705    4.996352    2.744789    5.270882    6.590981
    2.035076   -4.891932   -7.429616   -5.218102   -5.093589   -7.091408
    4.956542   -5.570472    5.860238   -5.519680   -5.387608    3.197229
   -5.744368   -5.340712   -8.115691   -5.421703   -5.526116   -8.471095
    4.408848   -2.843534    4.916940   -4.371674    5.178242    7.033443
    4.656776    0.799322    4.435041    1.048722    4.451694    4.514381
   -2.715330   -5.475866    6.922888   -4.269879   -4.611393   -8.704129
    7.874770   -5.219923    2.228567   -4.861855   -5.070341    1.691940
    0.768856   -4.244281    6.985448   -5.409523   -4.509065    2.110151
    8.520931   -5.560150    2.499057   -5.252986   -5.903160    7.208037
   -1.434933   -4.970891    1.304537   -4.720135   -4.964178    8.669302
   -6.865799   -5.393961   -7.731011   -3.621323   -4.696600   -0.910166
    4.569589   -0.686621    4.237007    6.179173    5.170745    4.937375
   -5.453599   -5.510029   -8.612070   -4.335243   -4.668348   -8.123086
    4.660847   -5.093122    4.977301    2.431638    5.238836    3.501835
    6.139662   -5.693115    4.941819    7.492544    4.891377   -2.967485
    5.479495    8.587415    4.695842    7.819216    5.161611    4.679192
    4.416813   -0.647451    4.948168    3.838411    5.068577    0.248526
    5.254750   -5.112965   -1.724563   -5.122394   -4.945016    8.754776
    5.132143    2.877525    5.255539    6.376282    4.776458   -4.230641
   -0.573342   -5.672585   -2.908416   -5.247327   -5.702658   -1.860291
    4.559218   -6.938655    4.851675   -8.417346    5.572436   -5.294513
    2.548915   -4.155424   -0.677294   -4.670769   -5.252229   -2.195271
    5.349162   -4.235682    4.902107    1.382882    6.046665   -0.169813
    6.964670   -4.904673    8.992742   -5.624499   -5.331080   -5.637809
    4.471749    3.717658    5.104928    5.440415    5.348592    6.281254
    5.916659   -4.356014   -6.334840   -4.686670   -4.530026    6.074993
    4.684806    6.902228    4.676409    0.882381    5.602825    7.847078
    5.572575   -5.663292    3.924089   -5.781068    5.152539   -8.850059
    0.731514   -4.870755    7.995170   -4.909926   -5.280394   -8.575205
    8.217718   -4.636329    2.117152   -5.101605   -4.150842   -7.818719
    4.325411   -0.852402    5.470210   -0.756446    5.796507   -1.724934
   -5.607743   -5.983836    8.558437   -5.263042   -5.047494   -7.756238
    4.854938    1.135774    4.268532    5.565816    5.242159   -0.185444
   -4.753688   -5.281211   -2.758047   -4.821857   -5.252319   -6.610490
    4.711937   -6.071434    4.888283   -0.730569    4.187329    3.678506
    3.974443   -2.261806    4.979462   -3.048883    4.682783   -7.392560
   -1.201290   -4.643307   -7.270095   -6.129137   -4.679224   -5.848306
    5.637521   -7.089059    6.091498   -7.085531    5.526816   -8.203579
    2.961850   -4.977738   -5.719715   -4.540739   -5.414911    4.711229
   -3.270861   -4.998549    7.376158   -4.844052   -4.584976   -7.198168
   -2.041827   -4.236851   -8.754904   -5.637180   -5.248745    6.442853
    4.954250    2.370740    5.538149    3.891419    5.309999    8.291141
    5.006109   -7.196335    5.546931   -4.665410    5.574516    1.906838
    4.061239   -4.774839    5.290148    3.603343    4.746372   -4.704256
    4.988210   -4.580295    3.175832   -4.784100   -4.772545    8.441868
    2.168338   -5.425457   -0.932128   -5.276997   -4.627763    2.214644
    5.179087    4.802936    5.560803   -1.617430    4.403280   -8.596319
    5.481769   -4.725819    7.711801   -5.293172   -5.194617    2.566367
    4.610286   -4.905091    3.029127   -4.375000   -4.289877   -3.948356
    4.099410   -4.937147    4.361905   -1.345626    5.215015    8.454654
    4.798400   -8.069043    4.711227   -8.201160    5.813019   -1.462445
    8.705893   -4.393751    6.615303   -4.557678   -5.334281   -4.102328
   -3.221446   -5.186779    2.688319   -5.422676   -4.736126    8.767155
    4.926132    2.851469    5.058101   -2.216813    4.770722   -7.160939
   -8.965070   -5.438449    3.058943   -5.016831   -5.562116    3.089258
    2.610472   -5.053118    6.599421   -4.138365   -5.308722   -4.263093
    4.995957    4.632623    4.367429   -4.424523    4.171324    6.936722
    5.813779   -5.276962    1.315245   -4.583660   -4.434339    3.004232
    6.896918   -5.194086   -3.646308   -5.474655   -5.369827   -6.933583
    5.091449    6.806494    4.032290    7.284754    4.773472   -6.133348
    4.876736   -2.051663    4.517438    5.046286    5.235165   -1.706172
    4.896811    7.308548    5.938017    3.808163    5.476748   -4.167379
    4.757394    7.276314    4.428374   -7.406125    4.562070    5.059423
    5.635108   -4.349907    2.743692   -4.539928   -5.398344    7.132506
    4.580699    0.720896    4.906344    4.295457    4.661436    1.031822
    5.392782   -5.675554   -6.264052   -4.851204   -5.375333    8.643367
   -2.667749   -4.951872    2.147082   -4.463578   -4.534481    2.426197
    5.633683   -2.225505    4.498611    6.094106    4.167731   -7.806680
    1.155444   -5.055919    2.598894   -5.477931   -4.718159   -4.865701
   -7.828507   -4.712497   -2.505316   -4.481745   -6.098187   -5.907954
    0.557227   -4.860153    8.558672   -5.405656   -5.130483   -2.567966
    4.238776   -5.406548    5.199302   -3.689514    5.753351   -5.183163
   -5.924658   -4.734854    7.085163   -4.696211   -5.144113    5.950945
    3.417424   -4.728430   -3.735331   -5.968896   -5.083028    3.494655
    4.984553    8.458325    5.396511   -2.035538    5.295282    2.746040
   -2.502128   -4.480340   -4.200021   -4.658854   -4.257588   -0.479334
    5.262719    0.817680    5.594127    8.119942    4.366145    4.104942
    5.096083   -4.799564    4.788006   -1.166512    4.868804    0.804941
    5.485215   -8.506431    5.261361   -4.704193    5.496430   -6.044739
    5.421236    3.767378    5.082400   -6.347100    5.362809    6.332048
    5.862465   -5.452539    5.584415   -5.129814   -4.805595    3.286169
    1.760565   -5.137246    6.404355   -5.794962   -5.136754   -7.246705
    2.578231   -4.436528   -1.352168   -4.513549   -5.120403   -2.764753
    2.342588   -5.549224    8.353594   -5.679821   -4.467784   -2.251011
